current_filename,subspecialty,extracted_author,extracted_year,extracted_journal,extracted_title,suggested_filename,confidence,confidence_level,status
"Injury 2006 biologic plate or blade fixation subtrochanteric fracture.pdf",TRAUMA,"",2005,"CORR","Injury 2006 biologic plate or blade fixation subtrochanteric fracture","2005_Unknown_CORR_Injury 2006 Biologic Plate or Blade Fixation",0.75,high,pending
"Injury 2006 Wisebands closure fasciotomy.pdf",TRAUMA,"",2006,"PRS","Injury 2006 Wisebands closure fasciotomy","2006_Unknown_PRS_Injury 2006 Wisebands Closure Fasciotomy",0.75,high,pending
"Injury 2007 LISS for peripx fxs fulkerson2007.pdf",TRAUMA,"Synthes",2007,"CORR","Injury 2007 LISS for peripx fxs fulkerson2007","2007_Synthes_CORR_Injury 2007 Liss for Peripx Fxs Fulkerson2007",1.00,high,pending
"Injury 2007 ricci ORIF periprosthetic femur fxs .pdf",TRAUMA,"",2007,"","Injury 2007 ricci ORIF periprosthetic femur fxs ","2007_Unknown_Unknown_Injury 2007 Ricci Orif Periprosthetic Femur Fxs",0.50,medium,pending
"injury 2011 fasciotomy healing .pdf",TRAUMA,"",,"CORR","injury 2011 fasciotomy healing ","Unknown_Unknown_CORR_Injury 2011 Fasciotomy Healing",0.50,medium,pending
"Injury 2011 garnavos2011 IMN and compression bolt proximal tibia fragility fxs .pdf",TRAUMA,"",2011,"CORR","Injury 2011 garnavos2011 IMN and compression bolt proximal tibia fragility fxs ","2011_Unknown_CORR_Injury 2011 Garnavos2011 Imn and Compression Bolt",0.75,high,pending
"Injury 2011 proximal femur locking plate pertrochanteric femur fracture.pdf",TRAUMA,"",2011,"CORR","Injury 2011 proximal femur locking plate pertrochanteric femur fracture","2011_Unknown_CORR_Injury 2011 Proximal Femur Locking Plate",0.75,high,pending
"Injury 2011 role of dynamization femoral nailing.pdf",TRAUMA,"",2002,"JOT","Injury 2011 role of dynamization femoral nailing","2002_Unknown_JOT_Injury 2011 Role of Dynamization Femoral Nailing",0.75,high,pending
"Injury 2011 role of dynamization femoral nailing_1.pdf",TRAUMA,"Injury 2011 role of dynamization femoral nailing",2002,"JOT","Femoral-shaft fractures and nonunions treated with intramedullary nails:","2002_Injury 2011 role of dynamization femoral nailing_JOT_Femoral-shaft Fractures and Nonunions Treated",1.00,high,pending
"Injury 2012 dynamization early weightbearing reamed tibia nailing .pdf",TRAUMA,"",2012,"CORR","Injury 2012 dynamization early weightbearing reamed tibia nailing ","2012_Unknown_CORR_Injury 2012 Dynamization Early Weightbearing",0.75,high,pending
"Injury 2012 garnavos2012 bolt and IMN in distal femur fxs .pdf",TRAUMA,"",,"CORR","Injury 2012 garnavos2012 bolt and IMN in distal femur fxs ","Unknown_Unknown_CORR_Injury 2012 Garnavos2012 Bolt and Imn in Distal",0.50,medium,pending
"Injury 2012 long term functional results femur IMN.pdf",TRAUMA,"",,"CORR","Injury 2012 long term functional results femur IMN","Unknown_Unknown_CORR_Injury 2012 Long Term Functional Results Femur Imn",0.50,medium,pending
"Injury 2012 long term functional results femur IMN_1.pdf",TRAUMA,"Injury 2012 long term functional results femur IMN",,"CORR","Long-term functional outcome following intramedullary nailing of","Unknown_Injury 2012 long term functional results femur IMN_CORR_Long-term Functional Outcome Following",0.75,high,pending
"Injury 2012 methods of timing nail dynamization for dealyed femur fx healing.pdf",TRAUMA,"",2012,"JOT","Injury 2012 methods of timing nail dynamization for dealyed femur fx healing","2012_Unknown_JOT_Injury 2012 Methods of Timing Nail Dynamization",0.75,high,pending
"Injury 2012 outcomes of TKA periprosthetic fracture.pdf",TRAUMA,"",2012,"JOT","Injury 2012 outcomes of TKA periprosthetic fracture","2012_Unknown_JOT_Injury 2012 Outcomes of Tka Periprosthetic",0.75,high,pending
"Injury 2012 TFR for salvage of preiprosthetic THA fx.pdf",TRAUMA,"",2000,"CORR","Injury 2012 TFR for salvage of preiprosthetic THA fx","2000_Unknown_CORR_Injury 2012 Tfr for Salvage of Preiprosthetic Tha",0.75,high,pending
"Injury 2012, CT scanogram for limb length discrepancy in comminuted femoral shaft fractures following IM nailing.pdf",TRAUMA,"",,"CORR","Injury 2012, CT scanogram for limb length discrepancy in comminuted femoral shaft fractures following IM nailing","Unknown_Unknown_CORR_Injury 2012 Ct Scanogram for Limb Length",0.50,medium,pending
"Injury 2013 biologic fixation subtrochanteric fracture locking plate.pdf",TRAUMA,"",,"CORR","Injury 2013 biologic fixation subtrochanteric fracture locking plate","Unknown_Unknown_CORR_Injury 2013 Biologic Fixation Subtrochanteric",0.50,medium,pending
"Injury 2013 high failure rate locking compression plate proximal femur fracture.pdf",TRAUMA,"",2007,"CORR","Injury 2013 high failure rate locking compression plate proximal femur fracture","2007_Unknown_CORR_Injury 2013 High Failure Rate Locking Compression",0.75,high,pending
"Injury 2013 lasanianos2013 biomechanical study nail vs plate tibial plateau .pdf",TRAUMA,"",2013,"CORR","Injury 2013 lasanianos2013 biomechanical study nail vs plate tibial plateau ","2013_Unknown_CORR_Injury 2013 Lasanianos2013 Biomechanical Study",0.75,high,pending
"Injury 2013 marcus2013, IMN for Pilon .pdf",TRAUMA,"",,"JOT","Injury 2013 marcus2013, IMN for Pilon ","Unknown_Unknown_JOT_Injury 2013 Marcus2013 Imn for Pilon",0.50,medium,pending
"Injury 2013 nail plate augmentation femur nonunion.pdf",TRAUMA,"",,"CORR","Injury 2013 nail plate augmentation femur nonunion","Unknown_Unknown_CORR_Injury 2013 Nail Plate Augmentation Femur Nonunion",0.50,medium,pending
"Injury 2013 thigh compartment syndrome.pdf",TRAUMA,"",,"CORR","Injury 2013 thigh compartment syndrome","Unknown_Unknown_CORR_Injury 2013 Thigh Compartment Syndrome",0.50,medium,pending
"Injury 2014 Dip Stick interlocking screw technique.pdf",TRAUMA,"",2014,"CORR","Injury 2014 Dip Stick interlocking screw technique","2014_Unknown_CORR_Injury 2014 Dip Stick Interlocking Screw Technique",0.75,high,pending
"Injury 2014 Interprosthetic fracture Systematic Review.pdf",TRAUMA,"",2003,"CORR","Injury 2014 Interprosthetic fracture Systematic Review","2003_Unknown_CORR_Injury 2014 Interprosthetic Fracture Systematic",0.75,high,pending
"Injury 2014 Mesquelet tibial bone loss.pdf",TRAUMA,"",,"CORR","Injury 2014 Mesquelet tibial bone loss","Unknown_Unknown_CORR_Injury 2014 Mesquelet Tibial Bone Loss",0.50,medium,pending
"Injury 2014 Open fractures elderly.pdf",TRAUMA,"",2009,"CORR","Injury 2014 Open fractures elderly","2009_Unknown_CORR_Injury 2014 Open Fractures Elderly",0.75,high,pending
"Injury 2014 Valgus osteotomy for femoral neck nonunion.pdf",TRAUMA,"",,"CORR","Injury 2014 Valgus osteotomy for femoral neck nonunion","Unknown_Unknown_CORR_Injury 2014 Valgus Osteotomy for Femoral Neck",0.50,medium,pending
"Injury 2017, Role of IM implants in limb lengthening.pdf",TRAUMA,"",2017,"CORR","Injury 2017, Role of IM implants in limb lengthening","2017_Unknown_CORR_Injury 2017 Role of Im Implants in Limb",0.75,high,pending
"Injury 2020 park2020 CT capsular sign femoral neck fractures .pdf",TRAUMA,"",2020,"CORR","Injury 2020 park2020 CT capsular sign femoral neck fractures ","2020_Unknown_CORR_Injury 2020 Park2020 Ct Capsular Sign Femoral",0.75,high,pending
"Injury FNF nonunion.pdf",TRAUMA,"",2007,"CORR","Injury FNF nonunion","2007_Unknown_CORR_Injury Fnf Nonunion",0.75,high,pending
"Injury mgt displaced FNF.pdf",TRAUMA,"",1998,"","Injury mgt displaced FNF","1998_Unknown_Unknown_Injury Mgt Displaced Fnf",0.50,medium,pending
"Injury Mgt. Young FNF.pdf",TRAUMA,"Slobogean",2014,"CORR","Injury Mgt. Young FNF","2014_Slobogean_CORR_Injury Mgt. Young Fnf",1.00,high,pending
"Int Orth lithuanian arthroplasty register.pdf",TRAUMA,"",2014,"","Int Orth lithuanian arthroplasty register","2014_Unknown_Unknown_Int Orth Lithuanian Arthroplasty Register",0.50,medium,pending
"internal_fixation_versus_hemiarthroplasty_for.15.pdf",TRAUMA,"MacMahon",2023,"versus","hemiarthroplasty for.15","2023_MacMahon_versus_Hemiarthroplasty For.15",1.00,high,pending
"intertroch - 10 tips to improve results JBJS march 2009.pdf",TRAUMA,"Haidukewych",2009,"JBJS","intertroch   10 tips to improve results JBJS march 2009","2009_Haidukewych_JBJS_Intertroch 10 Tips to Improve Results Jbjs March",1.00,high,pending
"Intertrochanteric femur fractures - Socci copy.pdf",TRAUMA,"Connecticut",2017,"BJJ","Intertrochanteric femur fractures   Socci copy","2017_Connecticut_BJJ_Intertrochanteric Femur Fractures Socci Copy",1.00,high,pending
"IntertrochantericHipFractures.pdf",TRAUMA,"Lindskog",2004,"JAAOS","IntertrochantericHipFractures","2004_Lindskog_JAAOS_Intertrochanteric Hip Fractures",1.00,high,pending
"Intertrochanteric_Fractures_-_Ten_Tips_to_Improve_Results.pdf",TRAUMA,"Intertrochanteric",,"-","Ten Tips to Improve Results","Unknown_Intertrochanteric_-_Ten Tips to Improve Results",0.75,high,pending
"IntOrth 2014 Exchange nailing and nail plate combo nonunion.pdf",TRAUMA,"",2014,"CORR","IntOrth 2014 Exchange nailing and nail plate combo nonunion","2014_Unknown_CORR_Int Orth 2014 Exchange Nailing and Nail Plate",0.75,high,pending
"IntOrtho 2012 Interprosthetic Femur Fractures stress risers.pdf",TRAUMA,"",2012,"","IntOrtho 2012 Interprosthetic Femur Fractures stress risers","2012_Unknown_Unknown_Int Ortho 2012 Interprosthetic Femur Fractures",0.50,medium,pending
"IntOrtho 2016 Incidence and risk factors for interprosthetic fracture.pdf",TRAUMA,"",2015,"CORR","IntOrtho 2016 Incidence and risk factors for interprosthetic fracture","2015_Unknown_CORR_Int Ortho 2016 Incidence and Risk Factors for",0.75,high,pending
"Intramedullary_Nailing_of_Periarticular_Fractures.2.pdf",TRAUMA,"Intramedullary",2018,"of","Periarticular Fractures.2","2018_Intramedullary_of_Periarticular Fractures.2",1.00,high,pending
"intructional lecture - geriatric patient .pdf",TRAUMA,"",2014,"CORR","intructional lecture   geriatric patient ","2014_Unknown_CORR_Intructional Lecture Geriatric Patient",0.75,high,pending
"IOJ Burdeux modified kuntcher.pdf",TRAUMA,"",,"","IOJ Burdeux modified kuntcher","Unknown_Unknown_Unknown_Ioj Burdeux Modified Kuntcher",0.25,low,pending
"Iowa Modified Sinus Tarsi Approach Calcaneus Fractures.pdf",TRAUMA,"",,"CORR","Iowa Modified Sinus Tarsi Approach Calcaneus Fractures","Unknown_Unknown_CORR_Iowa Modified Sinus Tarsi Approach Calcaneus",0.50,medium,pending
"isolatedulnarshaftfx.pdf",TRAUMA,"",,"","isolatedulnarshaftfx","Unknown_Unknown_Unknown_Isolatedulnarshaftfx",0.25,low,pending
"Is_Immediate_Weight_Bearing_Safe_After_Single.10.pdf",TRAUMA,"Is",2020,"Weight","Bearing Safe After Single.10","2020_Is_Weight_Bearing Safe after Single.10",1.00,high,pending
"Is_Immediate_Weight_Bearing_Safe_Following_Single.98214.pdf",TRAUMA,"Is",2020,"Weight","Bearing Safe Following Single.98214","2020_Is_Weight_Bearing Safe Following Single.98214",1.00,high,pending
"Is_There_an_Optimal_Proximal_Locking_Screw_Length.26.pdf",TRAUMA,"Is",2015,"an","Optimal Proximal Locking Screw Length.26","2015_Is_an_Optimal Proximal Locking Screw Length.26",1.00,high,pending
"J Hand Surg Am 2006 Volar plating for distal radius malunion.pdf",TRAUMA,"Malone",2006,"JHS","J Hand Surg Am 2006 Volar plating for distal radius malunion","2006_Malone_JHS_J H and Surg Am 2006 Volar Plating for Distal",1.00,high,pending
"J Hand Surg Eur Vol-2013-Farshad-29-34.pdf",TRAUMA,"",2004,"JHS","J Hand Surg Eur Vol 2013 Farshad 29 34","2004_Unknown_JHS_J H and Surg Eur Vol 2013 Farshad 29 34",0.75,high,pending
"J Trauma 2011 Adequate imaging for SI screws.pdf",TRAUMA,"Graves",2011,"CORR","J Trauma 2011 Adequate imaging for SI screws","2011_Graves_CORR_J Trauma 2011 Adequate Imaging for Si Screws",1.00,high,pending
"JAAOS 1994 egol koval, hip fractures .pdf",TRAUMA,"Koval",1994,"JAAOS","JAAOS 1994 egol koval, hip fractures ","1994_Koval_JAAOS_Jaaos 1994 Egol Koval Hip Fractures",1.00,high,pending
"JAAOS 2000 GSWs.pdf",TRAUMA,"Vermont",2000,"JAAOS","JAAOS 2000 GSWs","2000_Vermont_JAAOS_Jaaos 2000 Gs Ws",1.00,high,pending
"JAAOS 2001 Displaced acetabular fxs.pdf",TRAUMA,"Chairman",2001,"JAAOS","JAAOS 2001 Displaced acetabular fxs","2001_Chairman_JAAOS_Jaaos 2001 Displaced Acetabular Fxs",1.00,high,pending
"JAAOS 2001 Talus fxs.pdf",TRAUMA,"",2001,"JAAOS","JAAOS 2001 Talus fxs","2001_Unknown_JAAOS_Jaaos 2001 Talus Fxs",0.75,high,pending
"JAAOS 2001, Bono, Nonarticular_Proximal_Tibia_Fractures__Treatment.4.pdf",TRAUMA,"Orthopaedics",2001,"Tibia","Fractures  Treatment.4","2001_Orthopaedics_Tibia_Fractures Treatment.4",1.00,high,pending
"JAAOS 2003 Chronic_Exertional_Compartment_Syndrome.6.pdf",TRAUMA,"Fraipont",2003,"Compartment","Syndrome.6","2003_Fraipont_Compartment_Syndrome.6",1.00,high,pending
"JAAOS 2003 Common rotational variations in children.pdf",TRAUMA,"Lincoln",2003,"JAAOS","JAAOS 2003 Common rotational variations in children","2003_Lincoln_JAAOS_Jaaos 2003 Common Rotational Variations in",1.00,high,pending
"JAAOS 2003 Ordering_and_Interpreting_Rheumatologic_Laboratory.8.pdf",TRAUMA,"JAAOS 2003 Ordering",2003,"Interpreting","Rheumatologic Laboratory.8","2003_JAAOS 2003 Ordering_Interpreting_Rheumatologic Laboratory.8",1.00,high,pending
"JAAOS 2004 buckley Displaced, intra-articular calcaneus fxs.pdf",TRAUMA,"Buckley",2004,"JAAOS","JAAOS 2004 buckley Displaced, intra articular calcaneus fxs","2004_Buckley_JAAOS_Jaaos 2004 Buckley Displaced Intra Articular",1.00,high,pending
"JAAOS 2005 Process and tubercle fxs of hindfoot.pdf",TRAUMA,"Berkowitz",2005,"JAAOS","JAAOS 2005 Process and tubercle fxs of hindfoot","2005_Berkowitz_JAAOS_Jaaos 2005 Process and Tubercle Fxs of Hindfoot",1.00,high,pending
"JAAOS 2006 LEAP STUDY Factors_Influencing_Outcome_Following.44.pdf",TRAUMA,"MacKenzie",2006,"Outcome","Following.44","2006_MacKenzie_Outcome_Following.44",1.00,high,pending
"JAAOS 2006, Zlotolow surgical approaches to the humerus .pdf",TRAUMA,"Zlotolow",2006,"JAAOS","JAAOS 2006, Zlotolow surgical approaches to the humerus ","2006_Zlotolow_JAAOS_Jaaos 2006 Zlotolow Surgical Approaches to the",1.00,high,pending
"JAAOS 2007 Ankle Syndesmotic Injury.pdf",TRAUMA,"Chair",2007,"JAAOS","JAAOS 2007 Ankle Syndesmotic Injury","2007_Chair_JAAOS_Jaaos 2007 Ankle Syndesmotic Injury",1.00,high,pending
"JAAOS 2007 hack, The_Use_of_Osteoconductive_Bone_Graft_Substitutes.3.pdf",TRAUMA,"Hak",2007,"of","Osteoconductive Bone Graft Substitutes.3","2007_Hak_of_Osteoconductive Bone Graft Substitutes.3",1.00,high,pending
"JAAOS 2007 Mgmt of proximal humerus fxs.pdf",TRAUMA,"Nho",2007,"JAAOS","JAAOS 2007 Mgmt of proximal humerus fxs","2007_Nho_JAAOS_Jaaos 2007 Mgmt of Proximal Humerus Fxs",1.00,high,pending
"JAAOS 2007 Mgmt of proximal humerus fxs_1.pdf",TRAUMA,"Nho",2007,"JAAOS","Innovations  in  the","2007_Nho_JAAOS_Innovations in the",1.00,high,pending
"jaaos 2007 Open hindfoot injuries.pdf",TRAUMA,"Lawrence",2007,"JAAOS","jaaos 2007 Open hindfoot injuries","2007_Lawrence_JAAOS_Jaaos 2007 Open Hindfoot Injuries",1.00,high,pending
"JAAOS 2007 Open_Hindfoot_Injuries.6.pdf",TRAUMA,"Lawrence",2007,"JAAOS","Hindfoot Injuries.6","2007_Lawrence_JAAOS_Hindfoot Injuries.6",1.00,high,pending
"JAAOS 2007 Peds pelvic fxs.pdf",TRAUMA,"Holden",2007,"JAAOS","JAAOS 2007 Peds pelvic fxs","2007_Holden_JAAOS_Jaaos 2007 Peds Pelvic Fxs",1.00,high,pending
"JAAOS 2008 Ankle fractures in diabetics.pdf",TRAUMA,"Chaudhary",2008,"JAAOS","JAAOS 2008 Ankle fractures in diabetics","2008_Chaudhary_JAAOS_Jaaos 2008 Ankle Fractures in Diabetics",1.00,high,pending
"JAAOS 2008 Berkson, High Energy Tibial Plateau Fractures.pdf",TRAUMA,"Berkson",2006,"JAAOS","JAAOS 2008 Berkson, High Energy Tibial Plateau Fractures","2006_Berkson_JAAOS_Jaaos 2008 Berkson High Energy Tibial Plateau",1.00,high,pending
"JAAOS 2008 Surgical management femoral neck fractures.pdf",TRAUMA,"Miyamoto",2008,"JAAOS","JAAOS 2008 Surgical management femoral neck fractures","2008_Miyamoto_JAAOS_Jaaos 2008 Surgical Management Femoral Neck",1.00,high,pending
"JAAOS 2008, Bedji, Surgical_Treatment_of_Nonarticular_Distal_Tibia.3.pdf",TRAUMA,"Karunakar",2006,"of","Nonarticular Distal Tibia.3","2006_Karunakar_of_Nonarticular Distal Tibia.3",1.00,high,pending
"JAAOS 2008, kaplan , Surgical management of hip fractures II.pdf",TRAUMA,"Levine",2008,"JAAOS","JAAOS 2008, kaplan , Surgical management of hip fractures II","2008_Levine_JAAOS_Jaaos 2008 Kaplan Surgical Management of Hip",1.00,high,pending
"JAAOS 2009 Femoral nailing current concepts.pdf",TRAUMA,"Ricci",2009,"JAAOS","JAAOS 2009 Femoral nailing current concepts","2009_Ricci_JAAOS_Jaaos 2009 Femoral Nailing Current Concepts",1.00,high,pending
"JAAOS 2009 Femoral nailing current concepts_1.pdf",TRAUMA,"Ricci",2009,"JAAOS","Intramedullary Nailing of Femoral","2009_Ricci_JAAOS_Intramedullary Nailing of Femoral",1.00,high,pending
"JAAOS 2009 Haidukerwych Management_of_the_Posttraumatic_Arthritic_Knee.5.pdf",TRAUMA,"AsheeshBedi",2009,"the","Posttraumatic Arthritic Knee.5","2009_AsheeshBedi_the_Posttraumatic Arthritic Knee.5",1.00,high,pending
"JAAOS 2009 Surgical approaches to the elbow.pdf",TRAUMA,"Cheung",2009,"JAAOS","JAAOS 2009 Surgical approaches to the elbow","2009_Cheung_JAAOS_Jaaos 2009 Surgical Approaches to the Elbow",1.00,high,pending
"JAAOS 2010 Open Tibial Shaft Fractures I. Evaluation and Initial Wound Management.pdf",TRAUMA,"Dombroski",2010,"JAAOS","JAAOS 2010 Open Tibial Shaft Fractures I. Evaluation and Initial Wound Management","2010_Dombroski_JAAOS_Jaaos 2010 Open Tibial Shaft Fractures I.",1.00,high,pending
"JAAOS 2010 Open Tibial Shaft Fractures II. Definitive Management and Limb Salvage.pdf",TRAUMA,"Dombroski",2010,"JAAOS","JAAOS 2010 Open Tibial Shaft Fractures II. Definitive Management and Limb Salvage","2010_Dombroski_JAAOS_Jaaos 2010 Open Tibial Shaft Fractures Ii.",1.00,high,pending
"JAAOS 2010 review , distal femur current concepts .pdf",TRAUMA,"",2010,"JAAOS","JAAOS 2010 review , distal femur current concepts ","2010_Unknown_JAAOS_Jaaos 2010 Review Distal Femur Current Concepts",0.75,high,pending
"JAAOS 2010, Melvin,Open Tibial Shaft Fractures I Evaluation and Initial Wound Management .pdf",TRAUMA,"Dombroski",2010,"JAAOS","JAAOS 2010, Melvin,Open Tibial Shaft Fractures I Evaluation and Initial Wound Management ","2010_Dombroski_JAAOS_Jaaos 2010 Melvinopen Tibial Shaft Fractures I",1.00,high,pending
"JAAOS 2011 bursitis review.pdf",TRAUMA,"Aaron",2011,"JAAOS","JAAOS 2011 bursitis review","2011_Aaron_JAAOS_Jaaos 2011 Bursitis Review",1.00,high,pending
"JAAOS 2011 Calcaneal malunion.pdf",TRAUMA,"Anderson",2011,"JAAOS","JAAOS 2011 Calcaneal malunion","2011_Anderson_JAAOS_Jaaos 2011 Calcaneal Malunion",1.00,high,pending
"JAAOS 2011 im nail proximal third tibia.pdf",TRAUMA,"",2011,"JAAOS","JAAOS 2011 im nail proximal third tibia","2011_Unknown_JAAOS_Jaaos 2011 Im Nail Proximal Third Tibia",0.75,high,pending
"JAAOS 2011 ITB syndrome.pdf",TRAUMA,"",2011,"JAAOS","JAAOS 2011 ITB syndrome","2011_Unknown_JAAOS_Jaaos 2011 Itb Syndrome",0.75,high,pending
"JAAOS 2011 Mgmt of distal clavicle fxs.pdf",TRAUMA,"",2011,"JAAOS","JAAOS 2011 Mgmt of distal clavicle fxs","2011_Unknown_JAAOS_Jaaos 2011 Mgmt of Distal Clavicle Fxs",0.75,high,pending
"JAAOS 2011 Pilons fxs.pdf",TRAUMA,"Crist",2011,"JAAOS","JAAOS 2011 Pilons fxs","2011_Crist_JAAOS_Jaaos 2011 Pilons Fxs",1.00,high,pending
"JAAOS 2012 Foot and ankle infections.pdf",TRAUMA,"",2012,"JAAOS","JAAOS 2012 Foot and ankle infections","2012_Unknown_JAAOS_Jaaos 2012 Foot and Ankle Infections",0.75,high,pending
"JAAOS 2012 Foot and Ankle Infections_1.pdf",TRAUMA,"JAAOS 2012 Foot and Ankle Infections",2012,"JAAOS","Foot and Ankle Infections:","2012_JAAOS 2012 Foot and Ankle Infections_JAAOS_Foot and Ankle Infections-",1.00,high,pending
"JAAOS 2012 Humeral Shaft Fractures.pdf",TRAUMA,"Carroll",2012,"JAAOS","JAAOS 2012 Humeral Shaft Fractures","2012_Carroll_JAAOS_Jaaos 2012 Humeral Shaft Fractures",1.00,high,pending
